IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.10;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 53, 8085, 25, 8090, 8443, 3389, 21];2020-07-27 21:49:38;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.199.74;50941;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 143, 80, 465, 2083, 53, 443, 21];2020-07-27 03:31:57;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
193.164.5.2;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-27 01:23:53;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.235;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 3389];2020-07-27 01:47:26;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.244;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-27 17:27:05;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
194.1.192.109;210107;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-27 00:38:19;Plusweb Sunucu Internet Hizmetleri Ticaret Limited
195.142.2.245;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 53, 443, 21];2020-07-27 22:09:09;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
212.58.4.8;8685;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 22, 2096, 21];2020-07-27 22:27:53;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
213.128.67.76;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 443, 53];2020-07-27 03:57:44;Radore Veri Merkezi Hizmetleri A.S.
213.128.74.251;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 143, 2096, 465, 995, 53, 443, 2079];2020-07-27 14:30:36;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.141;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 22, 443];2020-07-27 22:41:50;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.144;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 21, 22, 25, 443, 53];2020-07-27 03:54:46;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.135;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-27 00:17:30;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-27 11:29:02;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.82.133;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 2079, 3306, 587, 110, 111, 80, 465, 995, 53, 143, 443, 21];2020-07-27 11:28:17;Aerotek Bilisim Sanayi ve Ticaret
31.207.83.102;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-07-27 04:55:30;Aerotek Bilisim Sanayi ve Ticaret
31.210.74.179;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-07-27 09:08:00;Radore Veri Merkezi Hizmetleri A.S.
37.75.13.138;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-07-27 18:43:59;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
79.98.134.220;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-07-27 16:16:20;Radore Veri Merkezi Hizmetleri A.S.
89.35.52.58;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 3306, 443, 5357, 445];2020-07-27 13:17:30;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
