IP;ASN;{CVEs};[Ports];Time;AS_Desc
185.15.43.229;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2095, 3306, 587, 143, 110, 111, 80, 465, 2083, 53, 22, 443];2020-08-03 04:21:55;Aerotek Bilisim Sanayi ve Ticaret
193.164.5.254;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-08-03 05:32:48;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.1.243;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-08-03 03:32:27;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.128.74.253;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 2079, 443, 53];2020-08-03 02:06:10;Radore Veri Merkezi Hizmetleri A.S.
213.155.122.82;8685;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-08-03 23:31:00;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
31.186.26.131;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-08-03 14:44:04;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.143;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 143, 110, 111, 80, 21, 22, 443, 53];2020-08-03 20:19:56;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.83.102;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-08-03 09:12:50;Aerotek Bilisim Sanayi ve Ticaret
31.210.74.180;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[2082, 2083, 2086, 2087, 587, 110, 143, 465, 995, 53, 443, 21];2020-08-03 04:45:03;Radore Veri Merkezi Hizmetleri A.S.
37.75.10.78;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 21, 22, 443, 53];2020-08-03 09:49:10;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
45.12.55.98;208972;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 3306, 445, 53];2020-08-03 07:55:42;Gibirnet Iletisim Hizmetleri Sanayi Ve Ticaret Lim
89.35.52.153;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389];2020-08-03 19:44:12;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.202;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389, 5357];2020-08-03 08:24:42;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
