IP;ASN;{CVEs};[Ports];Time;AS_Desc
213.128.67.74;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 143, 110, 2095, 80, 465, 995, 53, 443, 21, 2096];2020-07-17 23:48:33;Radore Veri Merkezi Hizmetleri A.S.
213.128.67.76;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 443, 53];2020-07-17 23:31:55;Radore Veri Merkezi Hizmetleri A.S.
213.128.74.253;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 2079, 443, 53];2020-07-17 19:55:54;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.133;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 25, 443, 21];2020-07-17 08:09:15;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.110;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 3306, 110, 143, 80, 8401, 21, 1433, 8443, 3389, 53];2020-07-17 19:10:04;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.135;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-17 20:56:06;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.82;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 25, 111, 443, 53];2020-07-17 15:03:46;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.84;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[995, 3306, 587, 110, 80, 465, 21, 22, 25, 443, 53];2020-07-17 22:38:02;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.83.100;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-07-17 13:18:25;Aerotek Bilisim Sanayi ve Ticaret
31.207.83.102;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-07-17 04:24:55;Aerotek Bilisim Sanayi ve Ticaret
