IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.202.11;50941;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 21, 443, 2077];2020-07-28 02:53:16;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.28.3.117;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389, 445];2020-07-28 21:23:19;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
193.164.5.229;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-28 19:08:36;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.244;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-28 01:59:23;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.2.243;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 21];2020-07-28 21:44:34;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
195.142.2.245;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 53, 443, 21];2020-07-28 08:14:52;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.128.67.74;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 143, 110, 2095, 80, 465, 995, 53, 443, 21, 2096];2020-07-28 08:43:39;Radore Veri Merkezi Hizmetleri A.S.
213.128.74.253;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 21, 2079, 443, 53];2020-07-28 20:00:43;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.138;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 22, 443, 21];2020-07-28 21:40:04;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.210.74.181;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 80, 587, 143, 2096, 465, 995, 53, 2079, 443, 2077, 21];2020-07-28 14:47:37;Radore Veri Merkezi Hizmetleri A.S.
31.210.74.182;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-07-28 18:21:03;Radore Veri Merkezi Hizmetleri A.S.
