IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.85;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8111, 3306, 110, 143, 80, 21, 25, 8090, 8443, 3389, 53];2020-08-01 19:13:06;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.93.69.40;61135;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-08-01 21:23:34;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.1.92;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-01 08:34:59;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.128.74.251;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 143, 2096, 465, 995, 53, 443, 2079];2020-08-01 01:14:53;Radore Veri Merkezi Hizmetleri A.S.
31.186.26.137;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 587, 3306, 111, 110, 143, 465, 995, 53, 22, 25, 443, 21];2020-08-01 21:27:11;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.143;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 587, 143, 110, 111, 80, 21, 22, 443, 53];2020-08-01 22:17:18;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-01 16:44:35;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.210.74.182;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 443, 21];2020-08-01 16:08:07;Radore Veri Merkezi Hizmetleri A.S.
89.35.52.153;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389];2020-08-01 08:18:44;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.202;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389, 5357];2020-08-01 23:48:16;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
