IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.199.126;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9090, 80, 1433, 25, 8090, 443, 3389];2020-07-03 07:40:19;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.202.18;50941;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2096, 2087, 587, 110, 143, 80, 465, 2083, 53, 443, 21];2020-07-03 12:19:34;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.93.69.25;42926;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389];2020-07-03 17:23:37;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.2.243;199484;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 21];2020-07-03 03:46:10;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.128.67.75;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 587, 110, 143, 80, 465, 53, 443, 21];2020-07-03 13:21:19;Radore Veri Merkezi Hizmetleri A.S.
213.128.74.252;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-07-03 12:18:11;Radore Veri Merkezi Hizmetleri A.S.
31.186.29.62;199484;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-07-03 14:56:42;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.207.83.100;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-07-03 13:03:23;Aerotek Bilisim Sanayi ve Ticaret
31.207.83.101;42807;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2082, 2083, 2086, 2087, 3306, 587, 110, 143, 80, 465, 995, 53, 443];2020-07-03 02:16:20;Aerotek Bilisim Sanayi ve Ticaret
31.210.74.181;42926;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 2083, 2086, 2087, 80, 587, 143, 2096, 465, 995, 53, 2079, 443, 2077, 21];2020-07-03 23:18:14;Radore Veri Merkezi Hizmetleri A.S.
90.158.120.124;9021;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-07-03 12:03:06;Is Net Elektonik Bilgi Uretim Dagitim Ticaret ve I
