IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.199.74;50941;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 587, 143, 80, 465, 2083, 53, 443, 21];2020-08-27 01:09:51;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.205.202;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 110, 143, 80, 53, 25, 1433, 1434, 443, 3389, 21];2020-08-27 09:46:50;Vargonen Network
193.164.5.247;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-08-27 04:54:19;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
213.155.122.82;8685;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-08-27 19:32:20;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
213.159.28.6;42807;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 2095, 3306, 587, 110, 143, 80, 465, 2083, 21, 443, 53];2020-08-27 19:36:20;Aerotek Bilisim Sanayi ve Ticaret
31.186.26.143;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 587, 143, 110, 111, 80, 21, 22, 443, 53];2020-08-27 09:19:19;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.63;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-27 22:57:53;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.71;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-27 05:52:21;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.74;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 3306, 587, 110, 143, 80, 465, 53, 22, 25, 443, 21];2020-08-27 13:46:26;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
45.12.55.102;208972;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 5357, 27015];2020-08-27 17:17:51;Gibirnet Iletisim Hizmetleri Sanayi Ve Ticaret Lim
89.35.52.209;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389, 5357];2020-08-27 07:04:55;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.224;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[5357, 3389, 445];2020-08-27 15:01:21;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
