IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.82;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 21, 25, 8090, 3389, 53];2020-09-27 08:05:35;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.205.221;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 587, 110, 143, 80, 21, 25, 1433, 1434, 443, 3389, 53];2020-09-27 08:21:03;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.227.138.51;48011;{'MS17-010': 'MS17-010'};[80, 995, 2375, 5000, 5900, 110, 143, 9200, 21, 22, 23, 5432, 25, 443, 3389];2020-09-27 05:45:46;Turunc smart bilgisayar teknonoji ve dis ticaret l
185.28.2.212;199484;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 1433, 445, 3389];2020-09-27 03:52:34;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
185.93.69.25;42926;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 3389];2020-09-27 03:07:35;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
194.1.192.109;210107;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-09-27 16:57:57;Plusweb Sunucu Internet Hizmetleri Ticaret Limited
213.155.122.82;8685;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-09-27 11:02:48;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
89.35.52.155;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[3389, 445, 5357];2020-09-27 15:05:14;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.210;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[5357, 139, 3389, 445];2020-09-27 09:57:24;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
94.102.69.155;8685;{'MS17-010': 'MS17-010'};[5985, 135, 445, 80, 22, 443, 3389];2020-09-27 18:03:24;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
