IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.142;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 1433, 1434, 3389];2020-04-10 05:30:12;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.122.201.121;43260;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445, 3389];2020-04-10 23:58:40;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.122.203.123;43260;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445, 3389];2020-04-10 07:40:14;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.132.126.101;42926;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-04-10 18:12:30;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.132.126.190;42926;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-04-10 21:27:19;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.134.185.107;205725;{'CVE-2020-0796': 'MS SMBv3 RCE'};[2000, 445, 3389];2020-04-10 22:56:55;Selcuk Ecza Deposu Ticaret ve Sanayi Anonim Sirket
185.250.241.173;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-10 16:31:11;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.93.69.29;42926;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445, 3389];2020-04-10 16:35:29;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.179;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-10 17:49:25;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
81.215.15.39;9121;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 8081, 443, 3389];2020-04-10 09:14:40;Turk Telekom
94.102.67.242;8685;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-04-10 01:45:26;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
