IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.197.6;43391;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2082, 995, 2086, 2087, 3306, 587, 143, 80, 465, 2083, 53, 443, 21];2020-08-21 01:11:45;Netdirekt A.S.
195.142.2.243;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 2083, 2086, 2087, 587, 110, 143, 80, 465, 995, 53, 21];2020-08-21 06:20:34;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
195.142.2.244;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 2086, 2087, 587, 110, 143, 80, 465, 2083, 53, 443, 21];2020-08-21 16:00:44;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.132;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 111, 443, 53];2020-08-21 07:24:14;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.136;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 110, 143, 80, 465, 21, 22, 111, 53];2020-08-21 23:31:20;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.140;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 443, 3306, 587, 110, 111, 80, 465, 995, 53, 22, 25, 143, 21];2020-08-21 07:22:33;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.26.141;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149'};[993, 995, 3306, 587, 143, 110, 111, 80, 465, 53, 22, 443];2020-08-21 20:57:21;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
31.186.29.88;199484;{'CVE-2019-13917': 'CVE-2019-13917', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2016-9963': 'CVE-2016-9963'};[993, 995, 587, 110, 143, 80, 465, 53, 22];2020-08-21 07:41:31;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
45.12.55.100;208972;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 27015, 5357, 3389];2020-08-21 20:42:38;Gibirnet Iletisim Hizmetleri Sanayi Ve Ticaret Lim
89.35.52.60;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[3389, 5357, 445];2020-08-21 01:40:33;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
