IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.157.13.186;42807;{'MS17-010': 'MS17-010'};[3389, 111, 445, 5357];2020-05-07 17:32:18;Aerotek Bilisim Sanayi ve Ticaret AS
178.18.196.12;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3306, 587, 110, 143, 8880, 53, 25, 8090, 8443, 3389, 21];2020-05-07 21:06:40;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.84;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 8111, 3306, 587, 110, 143, 80, 53, 2006, 25, 8090, 443, 3389, 8085];2020-05-07 23:29:10;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.205.202;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 110, 143, 80, 53, 25, 1433, 1434, 443, 3389, 21];2020-05-07 20:46:35;Vargonen Network
193.164.6.130;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 14:20:09;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.6.131;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 3389, 445];2020-05-07 18:36:22;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.6.133;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 3389];2020-05-07 18:47:42;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.107;61135;{'MS17-010': 'MS17-010'};[3389, 445];2020-05-07 12:10:37;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
89.35.52.58;61135;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[80, 3306, 443, 5357, 445];2020-05-07 13:09:28;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
93.115.10.207;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 3389];2020-05-07 04:04:45;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
93.177.101.15;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 3389];2020-05-07 09:15:47;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
93.177.101.22;61135;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 13:38:40;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
94.102.69.43;8685;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389, 8880, 53, 8443, 445, 21];2020-05-07 02:33:04;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
