IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.157.11.110;42807;{'CVE-2020-0796': 'MS SMBv3 RCE'};[9999, 3389, 445];2020-04-09 22:25:09;Aerotek Bilisim Sanayi ve Ticaret AS
178.18.196.10;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 110, 143, 8880, 53, 8085, 25, 8090, 8443, 3389, 21];2020-04-09 02:25:20;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.11;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 8443, 3306, 110, 143, 8880, 53, 8085, 25, 8090, 443, 3389, 21];2020-04-09 02:25:26;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.13;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 587, 110, 143, 8880, 53, 25, 8090, 8443, 3389, 21];2020-04-09 02:25:24;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.196.84;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8880, 8443, 8111, 3306, 587, 110, 143, 80, 53, 2006, 25, 8090, 443, 3389, 8085];2020-04-09 17:35:19;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
178.18.199.124;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[9090, 80, 25, 1433, 8090, 443, 3389];2020-04-09 04:15:06;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.122.201.119;43260;{'CVE-2020-0796': 'MS SMBv3 RCE'};[5985, 445, 137];2020-04-09 08:22:29;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.122.201.156;43260;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-09 01:57:36;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.122.201.18;43260;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 110, 143, 21, 25, 445, 53];2020-04-09 23:33:10;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.132.126.70;42926;{'CVE-2020-0796': 'MS SMBv3 RCE'};[3389, 445];2020-04-09 10:24:25;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.132.126.88;42926;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[139, 445, 3389];2020-04-09 18:23:20;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.132.126.96;42926;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 445];2020-04-09 23:18:57;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.250.241.221;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[33060, 5357, 445, 80, 21, 3389];2020-04-09 20:58:11;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.48.212.31;34984;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-09 22:01:03;Turkcell Superonline
185.48.213.104;34984;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-09 16:34:32;Turkcell Superonline
185.93.69.25;42926;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445, 3389];2020-04-09 22:25:53;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.179;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-09 01:38:19;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.109.180;199484;{'CVE-2020-0796': 'MS SMBv3 RCE'};[8083, 445];2020-04-09 22:36:11;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
93.177.101.13;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-09 12:28:14;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
