IP;ASN;{CVEs};[Ports];Time;AS_Desc
178.18.196.13;50941;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 587, 110, 143, 8880, 53, 25, 8090, 8443, 3389, 21];2020-04-08 06:33:16;Vargonen Teknoloji ve Bilisim Sanayi Ticaret Anoni
185.122.201.11;43260;{'CVE-2020-0796': 'MS SMBv3 RCE'};[3389, 445];2020-04-08 22:15:28;Makdos Bilisim Teknolojileri San. Tic. Ltd. Sti.
185.132.126.100;42926;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[139, 3389, 445];2020-04-08 00:21:13;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.132.126.70;42926;{'CVE-2020-0796': 'MS SMBv3 RCE'};[3389, 445];2020-04-08 16:15:26;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.148.240.200;29262;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-08 13:48:43;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.250.241.39;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[80, 137, 445, 5985, 3389];2020-04-08 21:28:17;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
185.48.212.31;34984;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-04-08 13:53:46;Turkcell Superonline
185.93.69.28;42926;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445, 3389];2020-04-08 10:44:35;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.179;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-08 21:59:21;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
193.164.5.182;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE'};[445];2020-04-08 02:07:03;Comnet Bilgi Iletisim Teknolojileri Ticaret A.s.
195.142.109.180;199484;{'CVE-2020-0796': 'MS SMBv3 RCE'};[8083, 445];2020-04-08 11:10:17;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
195.155.97.54;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8800, 993, 8443, 4040, 587, 143, 80, 465, 995, 119, 25, 443, 636, 3389];2020-04-08 20:07:21;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
213.155.122.82;8685;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443, 22];2020-04-08 10:22:38;Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.
24.133.176.189;47524;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 28267, 28996, 7, 104, 29995, 13, 111, 80, 17, 5138, 19, 29394, 29562, 3260, 3389, 1311];2020-04-08 16:20:44;Turksat
37.75.10.171;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[139, 3389, 445];2020-04-08 09:04:54;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
37.75.13.46;199484;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 445, 3389];2020-04-08 19:53:07;SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticare
