IP;ASN;{CVEs};[Ports];Time;AS_Desc
101.180.85.62;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 03:29:31;unknown
128.90.182.225;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 15:00:26;unknown
181.226.112.152;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 03:24:37;unknown
186.88.135.239;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-24 02:52:40;unknown
209.215.151.98;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-24 03:40:51;unknown
3.25.245.127;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 00:39:39;unknown
31.27.56.202;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 16:04:36;unknown
67.110.211.56;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 01:02:54;unknown
69.167.26.205;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-24 07:22:20;unknown
77.255.109.101;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-24 06:02:50;unknown
