IP;ASN;{CVEs};[Ports];Time;AS_Desc
101.51.103.3;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 03:22:27;unknown
124.123.96.178;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 17:59:51;unknown
141.98.207.99;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[1433, 3389, 445, 5985];2020-10-11 09:16:24;Aerotek Bilisim Sanayi ve Ticaret AS
151.28.94.71;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 18:44:22;unknown
160.36.199.144;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 03:56:22;unknown
173.47.141.175;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 05:00:53;unknown
186.212.68.72;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 19:17:24;unknown
194.1.192.240;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 11:40:40;unknown
49.49.193.115;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 10:49:41;unknown
79.11.231.146;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-10-11 19:54:33;unknown
89.201.219.143;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 14:08:43;unknown
95.154.135.9;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 16:14:33;unknown
95.154.174.40;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-10-11 09:45:54;unknown
