IP;ASN;{CVEs};[Ports];Time;AS_Desc
103.47.170.133;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-01 02:16:24;unknown
105.224.55.8;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-01 09:32:40;unknown
14.207.124.12;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-01 19:49:36;unknown
176.102.244.146;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-01 20:00:20;unknown
179.177.1.145;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-01 08:02:21;unknown
183.89.172.114;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-01 11:17:55;unknown
189.113.141.129;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-01 19:07:55;unknown
49.49.196.192;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-11-01 22:29:17;unknown
89.35.52.199;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-01 11:40:17;unknown
95.154.157.97;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-11-01 17:50:48;unknown
