IP;ASN;{CVEs};[Ports];Time;AS_Desc
141.98.207.99;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[1433, 3389, 445, 5985];2020-09-15 12:11:43;Aerotek Bilisim Sanayi ve Ticaret AS
176.102.247.224;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 05:20:28;unknown
176.102.247.243;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 05:13:26;unknown
176.102.248.133;unknown;{'MS17-010': 'MS17-010'};[];2020-09-15 21:48:54;unknown
176.102.248.55;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 07:14:55;unknown
177.207.92.35;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 19:13:19;unknown
183.89.171.197;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-09-15 05:58:03;unknown
187.232.21.229;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 19:17:22;unknown
189.26.64.208;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 22:48:42;unknown
191.7.217.237;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 03:20:55;unknown
223.204.90.247;unknown;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[];2020-09-15 09:27:40;unknown
223.206.144.206;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-09-15 15:52:11;unknown
5.32.145.68;unknown;{'MS17-010': 'MS17-010'};[];2020-09-15 15:48:14;unknown
88.28.36.55;unknown;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[];2020-09-15 08:51:46;unknown
95.154.173.124;unknown;{'MS17-010': 'MS17-010'};[];2020-09-15 16:25:24;unknown
