IP;ASN;{CVEs};[Ports];Time;AS_Desc
1.9.218.117;4788;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2021-02-25 07:10:54;TM Net
121.122.195.195;9534;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[8080, 9001, 444, 5357, 445];2021-02-25 14:01:38;Maxis Communications
