IP;ASN;{CVEs};[Ports];Time;AS_Desc
193.188.118.78;5416;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[10000, 389, 9000, 554, 139, 5357, 3389, 80, 53, 88, 1433, 1434, 123, 445];2020-05-27 00:26:12;Batelco
88.201.42.49;5416;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[1433, 21, 445, 5357];2020-05-27 08:13:58;Batelco
