IP;ASN;{CVEs};[Ports];Time;AS_Desc
100.2.203.124;701;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-09-18 15:27:19;Verizon Fios
104.171.225.50;135356;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[32400, 9090, 8291, 53, 3389];2020-09-18 11:39:54;Cn Care Network
136.35.200.25;16591;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[139, 50500, 5357, 445];2020-09-18 18:43:38;Google Fiber
162.210.7.174;15108;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-09-18 18:09:25;Allo Communications LLC
166.62.43.110;26496;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3306, 110, 143, 80, 23, 25, 1434, 3389];2020-09-18 06:10:14;GoDaddy.com, LLC
205.203.201.150;17169;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-09-18 05:46:12;Choopa, LLC
207.191.231.12;22458;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-09-18 22:02:12;NetSource Communications
38.122.130.181;174;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-09-18 16:19:39;Cogent Communications
47.22.16.106;6128;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-09-18 15:51:51;Optimum Online
50.242.157.82;7922;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 500, 443];2020-09-18 20:14:29;Comcast Business
52.251.124.72;8075;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 111];2020-09-18 23:24:43;Microsoft Azure
64.147.49.134;55032;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-09-18 13:51:20;The Jackson Laboratory
67.23.59.137;36086;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 21];2020-09-18 17:18:56;Telx Hosting
69.227.212.218;7018;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[1433, 3389];2020-09-18 23:07:36;AT&T Internet Services
71.9.32.232;20115;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-09-18 23:57:50;Spectrum
74.208.68.43;8560;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-09-18 11:48:08;1&1 Internet AG
99.114.247.211;7018;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[104, 443, 500, 3389];2020-09-18 01:35:18;AT&T Internet Services
99.125.230.145;7018;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[137, 80, 53, 1434, 1723, 3389];2020-09-18 12:56:02;AT&T Internet Services
