IP;ASN;{CVEs};[Ports];Time;AS_Desc
104.254.164.130;14265;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-03 04:12:08;TPx Communications
107.20.113.57;14618;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 3389, 445, 37777];2020-06-03 15:18:43;Amazon.com
12.149.180.155;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-06-03 07:46:15;AT&T Services
12.222.170.168;16571;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-03 15:05:18;Kings Daughters Medical Center
173.248.152.196;30475;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3306, 587, 5357, 110, 143, 8080, 21, 25, 3389, 53];2020-06-03 08:29:40;Handy Networks, LLC
192.159.149.18;33422;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-03 20:25:03;New England Telehealth Consortium
198.199.199.41;40464;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-03 21:20:47;Eclipse Networks
198.7.227.68;14325;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-06-03 23:40:11;OSHEAN
207.191.231.12;22458;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-06-03 23:19:58;NetSource Communications
50.234.97.195;7922;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-06-03 05:44:02;Comcast Business
50.241.233.49;7922;{'CVE-2019-1653': 'Cisco WAN VPN Router unauth access', 'CVE-2019-1652': 'CVE-2019-1652'};[1723, 500, 443];2020-06-03 20:56:35;Comcast Business
63.134.215.90;14992;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 110, 143, 80, 53, 25, 443, 3389, 21];2020-06-03 18:46:53;Newtek Technology Solutions
64.18.108.215;19830;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389, 22];2020-06-03 08:16:53;The Ringgold Telephone Company
74.223.32.187;7029;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-03 06:14:40;Windstream Communications
75.141.39.101;36402;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-06-03 04:37:19;North Oaks Health System
75.149.82.213;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 25, 443, 1723, 3389];2020-06-03 20:34:52;Comcast Business
75.75.206.137;14103;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445, 5357];2020-06-03 23:01:41;ACD.net
96.80.243.213;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-06-03 22:18:39;Comcast Business
