IP;ASN;{CVEs};[Ports];Time;AS_Desc
107.151.161.35;21859;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[999, 445, 80, 21, 8090, 3389];2020-05-06 17:58:24;Zenlayer
107.151.161.36;21859;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 445, 3389, 21];2020-05-06 16:47:43;Zenlayer
108.27.225.146;701;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-06 09:20:19;Verizon Fios Business
12.8.127.35;7018;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-05-06 12:59:20;AT&T Services
148.170.225.3;393731;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-06 09:51:19;Fusion Voice and Data Corp.
198.245.192.135;3356;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-05-06 17:03:21;Level 3 Communications
199.227.145.11;3549;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-06 12:55:13;Level 3 Communications
204.80.226.231;7046;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-05-06 19:09:31;Verizon Business
205.203.201.150;17169;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-05-06 12:22:00;Choopa, LLC
208.92.32.33;27374;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-05-06 19:22:24;Penn Foster Career School
34.194.244.192;14618;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-05-06 07:33:25;Amazon.com
34.197.211.210;14618;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-05-06 12:51:06;Amazon.com
50.79.0.82;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-05-06 21:05:19;Comcast Business
52.89.5.32;16509;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-05-06 22:59:18;Amazon.com
64.145.173.152;18566;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[5800, 137, 5900, 80, 1434, 1723, 445];2020-05-06 07:16:29;MegaPath Corporation
64.216.97.22;7018;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-05-06 16:15:59;AT&T Internet Services
64.57.61.99;29831;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 25, 3389, 110, 143];2020-05-06 21:31:46;Fone Net, LLC
65.169.107.224;1239;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[445, 80, 21, 25, 443, 3389];2020-05-06 05:51:41;Sprint
66.193.21.188;3549;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-05-06 10:13:32;Level 3 Communications
66.203.143.141;36063;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[8081, 123, 443];2020-05-06 12:01:13;Arrownet
68.169.41.111;29854;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389, 22, 445];2020-05-06 22:47:45;WestHost
68.171.157.227;17113;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-06 16:58:29;TierPoint, LLC
68.99.159.47;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-06 15:55:29;Cox Business
69.85.30.83;30497;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 3389];2020-05-06 12:18:12;Global Telecom Brokers
70.167.51.116;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 25, 443, 3389];2020-05-06 03:11:08;Cox Business
