IP;ASN;{CVEs};[Ports];Time;AS_Desc
50.76.20.147;7922;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-05-07 03:54:55;Comcast Business
52.89.5.32;16509;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-05-07 03:11:28;Amazon.com
64.237.32.138;20473;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 137, 3389, 445];2020-05-07 00:52:26;Choopa, LLC
66.152.203.151;7029;{'CVE-2019-11510': 'PulseSecure VPN RCE'};[80, 443];2020-05-07 05:17:15;Windstream Communications
68.111.51.25;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 19:57:18;Cox Communications
68.171.157.227;17113;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 14:14:26;TierPoint, LLC
68.171.157.228;17113;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 17:01:02;TierPoint, LLC
69.146.232.3;33588;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[80, 443];2020-05-07 00:23:38;Spectrum
70.90.139.133;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 8081, 25, 10554, 443, 3389];2020-05-07 10:00:02;Comcast Business
71.7.10.30;7029;{'CVE-2020-0796': 'MS SMBv3 RCE (SMBGhost)'};[445];2020-05-07 18:48:01;Windstream Communications
72.200.231.130;22773;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[8080, 1723, 443, 500, 3389];2020-05-07 19:41:00;Cox Business
72.253.152.32;36149;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-05-07 12:20:04;Hawaiian Telcom
72.48.89.16;7459;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[3389];2020-05-07 17:38:45;Grande Communications
74.208.68.43;8560;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-05-07 20:48:56;1&1 Internet AG
74.222.230.248;18712;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[443, 3389];2020-05-07 18:55:36;Consolidated Communications
74.84.96.178;30036;{'CVE-2019-19781': 'Citrix RCE (Shitrix)'};[443];2020-05-07 22:52:24;Mediacom Cable
96.27.186.242;12083;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5800, 137, 445, 80, 3389];2020-05-07 01:05:18;WideOpenWest
96.80.243.213;7922;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[80, 443, 3389];2020-05-07 10:14:56;Comcast Business
