IP;ASN;{CVEs};[Ports];Time;AS_Desc
125.212.220.183;7552;{'CVE-2016-9963': 'CVE-2016-9963', 'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 8080, 995, 465, 3306, 587, 143, 110, 111, 80, 8081, 53, 22, 25, 443, 21];2020-07-08 09:10:48;Viettel Group
163.44.207.201;131392;{'CVE-2019-10149': 'CVE-2019-10149', 'CVE-2019-13917': 'CVE-2019-13917'};[993, 995, 3306, 587, 110, 143, 80, 465, 8083, 21, 25, 53];2020-07-08 10:28:57;Z.com
210.245.20.140;18403;{'CVE-2019-0708': 'Windows RDP RCE (BlueKeep)'};[5985, 587, 993, 139, 143, 110, 445, 80, 593, 443, 995, 53, 25, 123, 636, 3389, 6001];2020-07-08 04:57:33;FPT Telecom Company
